ds,city,yhat,yhat_lower,yhat_upper
2025-07-16 12:00:00,Sheikhpura,49.61,49.60999920475586,49.61000069502576
2025-07-16 13:00:00,Sheikhpura,49.61,49.60999912673273,49.610000806719725
2025-07-16 14:00:00,Sheikhpura,49.61,49.6099990145196,49.61000092872724
2025-07-16 15:00:00,Sheikhpura,49.61,49.609998921427895,49.6100010381915
2025-07-16 16:00:00,Sheikhpura,49.61,49.60999879966225,49.610001140863424
2025-07-16 17:00:00,Sheikhpura,49.61,49.609998678747935,49.6100012183971
2025-07-16 18:00:00,Sheikhpura,49.61,49.60999858127957,49.610001338891756
2025-07-16 19:00:00,Sheikhpura,49.61,49.60999846019942,49.61000148116883
2025-07-16 20:00:00,Sheikhpura,49.61,49.609998328568516,49.610001611474445
2025-07-16 21:00:00,Sheikhpura,49.61,49.60999822110517,49.61000174525411
2025-07-16 22:00:00,Sheikhpura,49.61,49.609998127050325,49.610001852438565
2025-07-16 23:00:00,Sheikhpura,49.61,49.6099979861706,49.610002008989504
2025-07-17 00:00:00,Sheikhpura,49.61,49.60999786386544,49.610002127409906
2025-07-17 01:00:00,Sheikhpura,49.61,49.60999771584107,49.61000222505434
2025-07-17 02:00:00,Sheikhpura,49.61,49.60999763106361,49.61000237126228
2025-07-17 03:00:00,Sheikhpura,49.61,49.609997445031475,49.61000247658529
2025-07-17 04:00:00,Sheikhpura,49.61,49.60999725998892,49.61000264362717
2025-07-17 05:00:00,Sheikhpura,49.61,49.60999709763655,49.61000278894136
2025-07-17 06:00:00,Sheikhpura,49.61,49.60999691684833,49.61000290944981
